,price,difficulty,utxo,wallet,total_transaction,block_size,total_btc,hash_rate,MVRV,median_confirmation_time,mempool_size
36,13076.37,19997335994446.0,69284131.66666667,55447235.5,581366349.0,306990.71018,18527175.0,98413223.45166264,7.78236746008373,25.25,55243743.625
37,13651.47,19997335994446.0,69486991.33333333,55506636.0,581618610.0,307119.388589,18527831.25,99407296.41582084,7.268835979163813,22.93333333333333,65822231.625
38,13289.0,19997335994446.0,69654808.33333333,55544815.5,581879482.0,307248.449053,18528487.5,107359880.12908652,7.1729011279159085,21.8375,64895158.125
39,13458.66,19997335994446.0,69808748.33333333,55593353.75,582155686.0,307388.316669,18529143.75,110342099.02156112,7.301191267017218,14.266666666666667,65231037.375
40,13564.72,19997335994446.0,69954630.66666667,55633840.5,582424486.0,307532.187125,18529800.0,112330244.94987756,10.420360498106321,17.016666666666666,68769413.75
41,13810.32,19997335994446.0,69996258.75,55676453.5,582699549.0,307676.67763,18530456.25,124259120.51977606,11.30810895543813,16.166666666666668,52174694.8
42,13758.88,19997335994446.0,70022296.5,55714726.0,582975972.0,307832.500894,18531223.4375,94436931.5950298,7.597472590464869,13.508333333333333,70376544.125
43,13575.17,17865273539019.508,70142301.75,55752309.0,583201079.0,307958.584066,18531993.75,124332259.0484446,6.231078954537939,16.96666666666667,68357425.625
44,14023.31,16787779609933.0,70106868.0,55791510.25,583532417.0,308138.034269,18532759.375,132689483.09191829,7.496430687067236,11.833333333333336,60530531.5
45,14155.59,16787779609933.0,70008907.75,55843721.0,583853714.0,308351.568205,18533634.375,122675182.48120748,7.511065132378779,10.35,66670405.0
46,15591.39,16787779609933.0,70067639.25,55959204.5,584172804.0,308540.024361,18534525.0,127682332.78656287,5.966281823460494,14.808333333333335,75525011.75
47,15595.77,16787779609933.0,69975394.0,56073958.0,584511895.0,308734.671918,18535527.5,121840657.43031491,7.610893034504334,9.658333333333333,62525750.3
48,14839.84,16787779609933.0,69753915.25,56293712.75,584782652.0,308933.23473699996,18536515.625,115164457.02317438,12.269520124437257,10.433333333333334,38247436.375
49,15490.6,16787779609933.0,69461894.0,56551381.5,585026483.0,309122.444141,18537393.75,154387134.41512507,10.024019980820592,8.15,15164085.5
50,15328.53,16787779609933.0,69338537.75,56804450.75,585352179.0,309376.123793,18538392.5,122675182.48120748,8.486629762605364,10.1,6626961.625
51,15317.04,16787779609933.0,69355542.0,57018049.75,585654863.0,309556.282154,18539378.125,122675182.48120748,9.019451618452482,11.066666666666665,5907537.125
52,15708.65,16787779609933.0,69374721.0,57244430.75,585977687.0,309746.890838,18540253.125,133524008.14281088,8.576740763354852,10.2125,6325312.25
53,16295.57,16787779609933.0,69330788.5,57421437.5,586302545.0,309946.50411599997,18541242.5,115998982.07406694,10.884186491844606,11.133333333333333,6423979.1
54,16339.33,16787779609933.0,69321836.25,57661019.5,586602857.0,310123.98086999997,18542229.6875,118502557.22674464,10.566095107864701,10.829166666666666,3950385.375
55,16091.07,16787779609933.0,69249807.4,57872621.5,586876471.0,310307.264344,18543117.1875,125178757.6338852,11.270394697716615,8.866666666666667,8445990.5
56,15968.16,17040598812944.875,69074984.4,58106872.75,587129507.0,310487.954635,18543996.875,135534841.86269382,7.929223969180384,9.941666666666666,8735108.375
57,16725.15,17596801059571.0,69052746.5,58275513.0,587441468.0,310681.52490300004,18544981.25,137334450.8705656,5.591076622418318,13.641666666666667,8137195.625
58,17679.72,17596801059571.0,69073214.0,58405013.5,587788639.0,310882.84935,18545965.625,147831351.5740483,5.9946224984470575,10.7,7084644.8
59,17798.45,17596801059571.0,69120112.25,58572303.0,588151224.0,311096.13685,18546952.5,119839616.36476108,7.488074242013449,14.0,18050069.75
60,17820.57,17596801059571.0,69052828.25,58714261.0,588462172.0,311278.347427,18547946.875,146956609.8487581,8.163182733390812,10.170833333333334,7942197.5
61,18687.45,17596801059571.0,69019627.4,58915846.25,588809079.0,311494.07390300004,18548931.25,147831351.5740483,8.255610425676803,9.183333333333334,1078513.25
62,18699.75,17596801059571.0,69019600.8,59069873.25,589120273.0,311688.422394,18549915.625,152205060.20049945,9.005826737415278,7.916666666666668,436516.875
63,18422.28,17596801059571.0,68974933.0,59220505.25,589392628.0,311850.201751,18550906.25,128587033.61766332,9.21685882543382,11.066666666666665,8224747.5
64,18398.91,17596801059571.0,69072488.0,59381691.75,589690344.0,312030.926054,18552000.0,118964874.63947085,8.072663097627252,15.3875,28122335.8
65,19172.52,17596801059571.0,69233478.6,59557126.75,590022426.0,312203.75133400003,18552875.0,135584967.41998515,8.118688990479686,13.066666666666665,33362907.5
66,18739.8,17596801059571.0,69276840.25,59733809.0,590384379.0,312394.89733,18553750.0,131211258.793534,8.405904752278314,12.508333333333333,40007996.125
67,17151.44,17596801059571.0,69241095.0,59875200.0,590709538.0,312589.671749,18554739.0625,134710225.69469494,9.037520811913158,13.758333333333333,34814140.375
68,17138.87,17596801059571.0,69146798.6,60004243.25,591031841.0,312787.51199,18555731.25,134710225.69469494,11.997121615886446,13.120833333333335,15715575.25
69,17732.42,18158528379021.04,69067207.75,60115874.5,591325128.0,312990.878946,18556715.625,135399801.26976258,13.734263968710541,9.795833333333334,2397967.5
70,18191.6,19157154724710.0,69078971.33333333,60192500.75,591587779.0,313156.918048,18557600.0,107610727.917311,11.386458777325029,13.65,20449218.6
71,19709.73,19157154724710.0,69189313.5,60332048.75,591845265.0,313305.404672,18558368.75,144750713.6586838,8.099839103952352,14.941666666666665,35036202.125
72,18792.52,19157154724710.0,69384907.25,60420190.0,592224018.0,313499.631397,18559243.75,124752259.79794464,9.892628565874325,14.016666666666667,44353757.5
73,19226.97,19157154724710.0,69441498.4,60519471.5,592551402.0,313664.350458,18560125.0,149512250.29219317,12.206165845629533,14.316666666666665,40318646.375
74,19454.54,19157154724710.0,69464779.75,60597256.0,592897766.0,313869.83351799997,18561000.0,137132255.0450689,10.36708345825142,12.883333333333333,45006113.875
75,18670.49,19157154724710.0,69363786.5,60677708.75,593216125.0,314060.03779000003,18561984.375,137132255.0450689,10.686623363049245,13.745833333333335,31933370.125
76,19155.06,19157154724710.0,69274197.5,60767481.25,593499022.0,314253.516183,18562865.625,129513796.43145394,14.066688944687304,12.066666666666665,16627924.7
77,19377.66,19157154724710.0,69134338.25,60847715.0,593756893.0,314437.251332,18563740.625,142846099.00528008,13.011950418646915,12.295833333333334,9544680.375
78,19181.41,19157154724710.0,69200482.25,60932810.0,594058381.0,314617.294816,18564615.625,137132255.0450689,10.645343898968594,13.983333333333334,7482310.0
79,18318.87,19157154724710.0,69311819.0,61007675.0,594389579.0,314802.484291,18565500.0,132370718.41155957,10.614578389264638,12.766666666666667,12164589.0
80,18554.15,19157154724710.0,69457200.5,61139075.5,594710187.0,314979.851937,18566378.125,123799952.47124276,9.19643315355764,16.03333333333333,23619705.0
81,18247.76,19157154724710.0,69494282.5,61249248.5,595023871.0,315149.90137,18567259.375,131418411.08485769,10.817805978741916,16.045833333333334,21171698.0
82,18029.36,19157154724710.0,69542571.0,61358390.25,595329667.0,315332.852679,18568135.9375,125704567.12464651,13.201244818009375,16.4,17779641.375
83,18803.44,19144667899932.82,69479984.6,61473076.0,595625116.0,315503.90765300003,18569017.1875,148463110.1109586,11.911570028776598,10.75,750475.25
84,19164.48,18670168558400.0,69467421.0,61559329.25,595900576.0,315687.074335,18569900.0,134574371.39496115,10.109754582761116,13.616666666666667,8155909.625
85,19276.59,18670168558400.0,69526097.75,61668757.0,596214244.0,315856.850186,18570778.125,129933875.82961763,8.07527283495699,15.175,12106028.375
86,19439.75,18670168558400.0,69587340.5,61766580.75,596535607.0,316037.944035,18571654.6875,132718173.16882376,8.557265957818766,14.383333333333333,16933440.125
87,21379.48,18670168558400.0,69739221.75,61885526.0,596850993.0,316225.176574,18572534.375,119724785.58586197,7.558329153556396,13.716666666666667,62736284.4
88,22847.46,18670168558400.0,69873644.75,61995069.0,597160565.0,316392.913511,18573418.75,145711560.75178552,7.259718430669035,15.416666666666664,56922037.375
89,23150.79,18670168558400.0,69951370.2,62130476.5,597536312.0,316592.62741,18574296.875,146639659.8648542,9.128646050382752,14.104166666666668,38301265.25
90,23869.92,18670168558400.0,69790789.0,62225477.0,597879066.0,316792.5048,18575287.5,140142966.07337332,12.948352660907364,12.666666666666664,27359654.375
91,23490.58,18670168558400.0,69662745.25,62311065.0,598161238.0,316995.300096,18576271.875,126221479.37734284,13.289585262845565,12.983333333333334,35675616.375
92,22745.48,18670168558400.0,69675667.25,62431680.5,598431201.0,317178.399225,18577148.4375,132718173.16882376,9.334383249466647,16.058333333333334,38317120.625
93,23824.99,18670168558400.0,69739195.0,62528748.0,598754278.0,317364.353312,18578032.8125,142927263.41257942,9.616674269197308,12.6625,55169674.3
94,23253.37,18670168558400.0,69807849.5,62632944.25,599094619.0,317556.484993,18579018.75,116940488.24665588,8.481067769329277,14.958333333333332,61951087.25
95,23715.53,18670168558400.0,69806460.5,62731938.0,599363465.0,317716.457446,18579893.75,133646272.28189243,8.739888117362831,15.245833333333335,52310608.0
96,24693.58,18670168558400.0,69721307.25,62838693.25,599667152.0,317901.639685,18580659.375,127149578.49041158,9.601908293371572,12.883333333333333,40011497.0
97,26443.21,18670168558400.0,69647844.25,62942659.25,599940609.0,318091.265009,18581540.625,137358668.73416725,7.662857443171971,13.308333333333335,35552724.0
98,26246.58,18600034145237.133,69553306.4,63047323.0,600249266.0,318284.26104099996,18582525.0,147938033.99680892,10.10573901865392,11.891666666666667,46512284.5
99,27036.69,18599593048299.0,69591913.0,63180807.25,600559694.0,318491.948275,18583509.375,140537799.38571388,9.239236389373591,13.8,53277763.7
100,27376.37,18599593048299.0,69533398.8,63278398.25,600894553.0,318685.94124699995,18584390.625,159029615.0943604,11.295341821259392,11.8,46694616.625
101,28856.59,18599593048299.0,69602219.0,63387635.25,601234597.0,318902.037985,18585381.25,153482070.38176647,9.921464520150286,13.716666666666667,52063242.125
102,28982.56,18599593048299.0,69428436.5,63450773.25,601577750.0,319114.0485,18586481.25,137764027.0294169,10.085130032796597,10.816666666666665,30014843.5
103,29393.75,18599593048299.0,69271310.0,63526467.5,601835959.0,319315.580633,18587465.625,139613208.60028157,12.499543943784163,11.625,17558121.75
104,32195.46,18599593048299.0,69304613.6,63615587.0,602133929.0,319526.405445,18588351.5625,146085344.09830785,8.214239027580016,15.083333333333336,16994869.6
105,33000.78,18599593048299.0,69282141.4,63709359.75,602493027.0,319729.832857,18589337.5,159954205.87979275,8.801070675306034,12.883333333333333,20174854.25
106,32035.03,18599593048299.0,69359101.5,63821434.5,602865747.0,319957.982033,18590446.25,145160753.31287554,9.017630517953712,13.65,25513898.125
107,34046.67,18599593048299.0,69420303.4,63926943.75,603220075.0,320160.89067399997,18591434.375,163652569.02152207,8.917946546830667,11.775,30316258.625
108,36860.41,18599593048299.0,69559506.0,64019745.25,603618745.0,320390.01447600004,18592418.75,155331251.95263115,8.139540617101112,13.008333333333333,39048532.625
109,39486.04,18599593048299.0,69770222.25,64138319.25,604020433.0,320603.341523,18593517.5,136839436.24398455,7.03341663670179,15.570833333333333,64497488.5
110,40670.25,19365166707094.76,69915368.75,64231399.0,604378746.0,320794.958819,18594503.125,133808024.52210464,8.225436976814137,16.733333333333334,84885765.6
111,40240.72,20607418304386.0,69942596.5,64320812.5,604699941.0,320970.19152399997,18595381.25,162879650.9247733,9.78728290065111,13.4,82500211.375
112,38240.09,20607418304386.0,69955300.8,64406180.25,605031340.0,321174.048974,18596375.0,157757649.32336533,8.414255937177268,14.008333333333333,88800127.375
113,35544.94,20607418304386.0,70006096.75,64504424.25,605365473.0,321380.113784,18597359.375,151611247.40167582,7.469403865681286,18.333333333333336,83704049.625
114,34011.82,20607418304386.0,70033398.5,64578474.25,605701559.0,321576.04606799997,18598237.5,155708848.68280214,9.92954433162242,12.841666666666667,89064005.75
115,37393.13,20607418304386.0,70113389.2,64671585.75,606020714.0,321768.18095,18599225.0,150586847.08139417,10.194833616507063,16.083333333333332,85271287.625
116,39158.47,20607418304386.0,70215689.0,64749771.25,606359799.0,321958.92337800004,18600212.5,158782049.6436469,9.471737054039263,15.925,85649727.9
117,36828.52,20607418304386.0,70243954.0,64832920.0,606704771.0,322162.948202,18601096.875,150586847.08139417,11.189585312439823,15.716666666666667,77274067.375
118,36065.2,20607418304386.0,70254343.5,64906559.25,607012869.0,322356.7137,18601976.5625,136245242.59745187,11.273050351132705,15.9,89777894.25
119,35793.01,20607418304386.0,70154218.75,64977556.25,607284053.0,322532.98058800003,18602859.375,148538046.440831,12.040942681020123,17.1,77566415.375
120,36632.35,20607418304386.0,70198023.25,65077675.5,607597959.0,322727.57403200003,18603737.5,152635647.72195736,9.513502991631185,16.333333333333332,82060549.125
121,36020.13,20607418304386.0,70276168.0,65157360.25,607923111.0,322917.97720100003,18604726.25,144440445.1597046,8.594073826490916,11.783333333333333,81892052.0
122,35538.98,20607418304386.0,70434820.0,65272755.5,608238505.0,323098.295987,18605606.25,132147641.31632549,8.960217437319626,12.75,85762853.9
123,30797.88,20607418304386.0,70536622.25,65356341.75,608528316.0,323267.782096,18606371.875,145464845.4799862,8.122563787876912,12.458333333333332,94285425.125
124,33002.38,20737086011821.6,70633234.75,65439921.0,608856456.0,323449.834946,18607246.875,159781151.23197326,10.574860779360819,10.616666666666667,94340716.0
125,32099.74,20823531150112.0,70452386.0,65526930.0,609159533.0,323649.493637,18608231.25,143884925.38771522,12.1160935620609,10.25,64332508.0
126,32276.84,20823531150112.0,70377323.75,65612848.25,609414229.0,323831.394778,18609220.3125,144920068.73582825,9.409600315183432,10.195833333333333,75939073.875
127,32243.26,20823531150112.0,70343666.0,65698851.75,609724325.0,324024.699614,18610101.5625,166658079.04620248,9.34356827212573,9.85,68972686.8
128,32541.8,20823531150112.0,70427423.75,65763728.75,610060755.0,324243.586211,18610982.8125,146990355.43205437,9.821753948120191,10.5375,67600541.875
129,30419.17,20823531150112.0,70496723.0,65843436.25,610385526.0,324426.42536399997,18611859.375,150095785.47639358,9.045411209023158,11.458333333333336,68500292.75
130,33403.17,20823531150112.0,70667387.6,65930585.25,610710114.0,324617.270198,18612734.375,157341788.913185,8.06313157845313,11.15,82395251.0
131,34314.26,20823531150112.0,70793359.0,66025977.0,611051246.0,324816.810174,18613725.0,140779495.34337604,8.214272457560767,15.783333333333333,71647211.25
132,34318.1,20823531150112.0,70837057.75,66110121.5,611362218.0,324993.65927,18614709.375,149060642.12828052,9.304906608150501,12.020833333333336,69891459.375
133,33136.46,20823531150112.0,70908140.75,66185328.25,611653129.0,325182.480193,18615584.375,124217201.7735671,9.970317456670225,12.770833333333332,84512718.7
134,33522.9,20823531150112.0,71106440.5,66281081.75,611935068.0,325340.232112,18616352.083333332,157341788.913185,9.607381002679235,10.908333333333333,80180709.875
135,35529.66,20823531150112.0,71200074.75,66353600.5,612298330.0,325537.886238,18617121.875,155271502.21695888,9.781023179254674,11.641666666666666,78875329.625
136,37676.25,20823531150112.0,71407352.2,66432849.5,612644488.0,325733.22657,18618112.5,165622935.69808948,8.815160556968618,9.85,76314541.875
137,37002.09,20823531150112.0,71469719.2,66498926.25,613011786.0,325939.027519,18619096.875,174939225.83110696,8.697649061694868,10.15,75633057.625
138,38278.61,21384451039675.53,71527188.75,66575282.25,613372494.0,326159.49066799995,18620083.75,169021265.50315762,9.428921584598044,11.366666666666667,79499482.375
139,39323.26,21434395961349.0,71427675.0,66662306.0,613705044.0,326363.786006,18621191.25,166219498.0035569,8.74164782300243,8.75,75221236.2
140,38928.1,21434395961349.0,71331926.25,66751182.25,613991206.0,326581.12114299997,18622178.125,172612555.6190783,9.548156016663675,7.991666666666667,74818482.125
141,46364.3,21434395961349.0,71547588.5,66847589.0,614328326.0,326806.012404,18623166.25,152367873.16992718,6.012930417674027,10.85,80417587.0
142,46589.58,21434395961349.0,71790752.0,66943007.25,614687413.0,326988.781601,18624160.9375,152367873.16992718,6.851825622939929,11.716666666666667,74155448.875
143,44878.17,21434395961349.0,72062188.75,67059064.5,615029311.0,327173.361167,18625045.3125,137450738.7337105,7.836675063286708,10.4,82761681.625
144,48013.38,21434395961349.0,72298236.0,67143632.5,615332616.0,327337.27253099997,18625818.75,151302363.56734022,8.512288030722587,11.5,79693965.875
145,47471.4,21434395961349.0,72430344.2,67240909.25,615675745.0,327517.986707,18626598.4375,167285007.60614383,9.715460761077612,11.916666666666664,81284999.2
146,47185.19,21434395961349.0,72332952.5,67330085.75,616012831.0,327725.18977,18627593.75,158760930.78544855,11.869091681307662,10.25,82814663.5
147,48720.37,21434395961349.0,72308050.25,67421687.0,616311324.0,327922.427974,18628578.125,160891949.9906224,8.31437028642911,9.966666666666667,82905844.25
148,47951.85,21434395961349.0,72451246.0,67542081.75,616620556.0,328122.176804,18629456.25,128926661.9130153,8.398966988996639,11.35,84476698.875
149,49160.1,21434395961349.0,72618973.0,67633921.75,616915144.0,328279.07096599997,18630334.375,147040325.15699264,8.699743695996737,11.133333333333333,82757179.75
150,52118.23,21434395961349.0,72802258.75,67724704.0,617234210.0,328457.321409,18631209.375,145974815.55440575,8.122222093649558,11.483333333333333,81030248.2
151,51608.15,21455226865438.4,73019324.4,67816613.25,617551258.0,328636.151912,18632090.625,163181402.20420986,9.15801205177785,10.983333333333333,77274208.875
152,55916.5,21724134900047.0,73178255.5,67920677.25,617891682.0,328839.303891,18632971.875,157667240.0893604,7.620197727868163,9.5375,76029893.25
153,56001.2,21724134900047.0,73198262.5,68056759.5,618213360.0,329032.254856,18633846.875,152267677.07260144,9.554533842523979,8.575,79685718.125
154,57487.86,21724134900047.0,73240010.0,68123910.75,618485717.0,329236.086424,18634725.0,143628376.24578717,9.415871054945088,10.116666666666667,76336581.375
155,54123.4,21724134900047.0,73457993.33333333,68215025.25,618770919.0,329413.704812,18635603.125,137148900.62567648,8.559888725991174,12.466666666666667,74680582.5
156,48880.43,21724134900047.0,73635465.4,68319458.5,619057318.0,329578.417244,18636482.8125,171706103.93293357,8.481517057955827,11.633333333333333,73496433.3
157,50624.84,21724134900047.0,73685378.0,68421020.75,619414646.0,329786.70848800003,18637360.9375,168466366.12287825,8.91102749018732,8.408333333333333,81557880.25
158,46800.42,21724134900047.0,73874352.5,68497504.5,619741599.0,329989.843206,18638242.1875,150107851.8658979,8.026753772051945,12.066666666666665,80682610.125
159,46340.31,21724134900047.0,73961074.6,68571712.25,620047255.0,330169.429139,18639237.5,169546278.72623003,10.071799110396348,10.816666666666665,80617449.25
160,46155.87,21724134900047.0,73932819.33333333,68672637.5,620368643.0,330372.278421,18640221.875,141468551.03908366,10.626717003055944,12.058333333333335,81962281.75
161,45113.92,21724134900047.0,73949437.0,68746521.5,620623137.0,330551.10198800004,18641096.875,140388638.43573186,11.183598531477827,11.470833333333335,84733961.625
162,49618.43,21724134900047.0,74095081.0,68828282.0,620904141.0,330726.624019,18641862.5,154427502.27930507,9.54063076243006,11.75,81824796.5
163,48356.04,21724134900047.0,74169493.25,68889459.25,621240675.0,330913.419605,18642740.0,164146715.7094711,9.947184086049273,10.729166666666668,83558953.625
164,50477.7,21724134900047.0,74351332.25,68958183.5,621575376.0,331111.831806,18643734.375,138228813.22902828,11.030096750308859,12.575,80948705.0
165,48448.91,21724134900047.0,74498235.75,69012058.5,621865284.0,331276.103795,18644506.25,160906977.89941573,10.584770175446893,12.566666666666665,83319594.75
166,48861.38,21473685655440.387,74524378.8,69074540.0,622182529.0,331473.31368099997,18645381.25,162254330.9888254,11.19560799839519,10.366666666666667,83236336.125
167,48881.59,21448277761060.0,74372158.25,69127109.25,622470889.0,331678.922192,18646365.625,155665151.9066483,10.107483439306147,7.7333333333333325,91238714.75
168,51169.7,21448277761060.0,74207141.0,69192819.25,622730441.0,331878.969768,18647240.625,165260948.9419896,9.610352766909681,9.033333333333333,91163279.0
169,52299.33,21448277761060.0,74268548.25,69244316.5,623022802.0,332097.375819,18648225.0,149267953.88308737,9.482482586177447,10.25,91087774.5
170,54881.52,21448277761060.0,74415118.6,69286047.75,623323394.0,332281.057891,18649209.375,158863750.91842875,10.759025497615095,12.2,89806257.875
171,55997.23,21448277761060.0,74582519.0,69344079.75,623667545.0,332475.006879,18650084.375,140738356.51833954,10.716574303478577,11.191666666666665,85191251.125
172,57764.0,21448277761060.0,74736518.2,69394188.75,623960306.0,332644.403425,18650959.375,159929950.58902222,12.622975420844964,11.570833333333333,75733014.875
173,57253.28,21448277761060.0,74785604.25,69452534.5,624280788.0,332841.658419,18651834.375,152466552.89486787,15.76663612337234,13.65,78171151.6
174,61258.73,21448277761060.0,74758700.25,69506548.0,624557151.0,333042.766242,18652709.375,167393348.28317663,13.555823501354558,9.216666666666667,77370035.5
175,59133.47,21448277761060.0,74713049.5,69570048.0,624864230.0,333249.306592,18653584.375,157797551.24783528,14.830634996206634,10.033333333333333,79011091.25
176,55754.72,21448277761060.0,74835314.0,69629278.0,625157990.0,333450.257261,18654568.75,158863750.91842875,12.365241409592413,9.933333333333334,78317302.125
177,56872.38,21448277761060.0,75006406.25,69680163.75,625476909.0,333647.49091399997,18655553.125,145003155.20071352,13.59671032607912,10.65,81657400.625
178,58913.0,21448277761060.0,75271259.0,69749169.75,625772533.0,333823.259823,18656432.8125,162062349.9302092,13.309620485488876,11.695833333333333,78052387.0
179,57665.9,21524403218194.305,75432888.0,69812228.5,626104525.0,334015.053008,18657314.0625,158357615.36380938,13.94082824629551,12.466666666666665,78229905.4
180,58075.1,21865558044611.0,75490472.5,69877216.75,626419358.0,334210.720246,18658195.3125,167389189.04398918,15.980867993086349,9.758333333333333,76338549.0
181,58085.8,21865558044611.0,75269610.2,69935316.75,626706606.0,334416.459813,18659181.25,169563074.61598912,16.753049425883628,6.716666666666668,80135117.0
182,57411.17,21865558044611.0,75061241.25,69996084.75,626942107.0,334643.45025500003,18660167.1875,164128360.68598944,15.54344343873663,9.166666666666666,91113946.875
183,54204.96,21865558044611.0,75081936.0,70071800.33333333,627239875.0,334848.593397,18661046.875,174997788.54598877,12.087734912696364,8.666666666666666,87846808.75
184,54477.46,21865558044611.0,75041353.5,70127928.5,627555594.0,335066.392469,18662041.25,165215303.47198936,9.813274422645208,9.591666666666667,86681951.125
185,52508.23,21865558044611.0,75158168.25,70214413.75,627858640.0,335271.991469,18663028.125,167389189.04398918,11.733536706630499,9.9,95345164.5
